,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
141,677,金钻铜锣湾1号店,美团,2462899,江苏省,常州市,新北区, 新北区河海路与通江中路交叉口266号（丰臣国家广场对面，移动总公司旁边，每家玛超市旁，苏宁电器4楼）,119.97297,31.822164,0519-85858188,4,确定,2020/7/28,
142,688,豪佳国际商务音乐汇,美团,550519517,上海市,上海市,宝山区,宝山区水产路2399号二层211、212、213、214室,121.445054,31.367031,16526486630,0,确定,2020/8/10,
143,690,SUPER KTV搜朋,美团,877045,福建省,厦门市,思明区,福建省厦门市思明区斗西路205号（厦禾路建行）,118.092527,24.469572,0592-6656567,1,确定,2020/7/22,
144,691,唐·lounge,美团,165109067,山西,太原,小店区,山西太原小店区亲贤北街与体育西路西南交叉口（梅园百盛对面）,112.564567,37.823114, 0351-3113999,2,确定,2020/8/21,
145,697,蓝巨星量贩KTV,美团,2440284,浙江省,温州市,瑞安市,瑞安市塘下大道凤凰西路72号（近东升仪表厂） ,120.697215,27.84001,0577-65511111,3,确定,2020/8/17,
146,709,蓝巨星纯K,美团,2516351,福建省,漳州市,芗城区,福建省漳州市芗城区民主路商业大厦7楼 ,117.661789,24.517514,0596-2025559,1,确定,2020/7/22,
147,710,巢歌时尚KTV（九堡店）,美团,1516091,浙江省,杭州市,江干区, 江干区德胜东路3355号新客站商业城5楼（近九堡汽车客运中心） ,120.275939,30.31376,0571-86700199,7,确定,2020/7/30,
148,712,仟禧量贩KTV（高新店）,美团,5154011,云南,昆明,五华区,云南昆明 五华区昌源北路明兰跆拳道旁 ,102.655071,25.068924,0871-64104444,4,确定,2020.8.10,是
149,724,欢歌天天量贩式KTV（共和新路店）,美团,2504664,上海市,上海市,静安区,静安区共和新路3368号汇客美食广场3楼（近大润发） ,121.448389,31.29864,021-33070999,5,确定,2020/8/10,
150,727,东方之珠和平店,,547604,天津,天津,和平区,天津市和平区贵州路2号,117.19380677,39.11500735,4000508000,3,确定,2020.8.17,
151,729,海乐迪量贩氧吧KTV,,2414579,辽宁,大连,中山区,辽宁省大连市中山区解放路580号桃源商场友嘉购物4楼,121.65249109,38.88740853,0411-82386060,1,确定,2020.8.10,
152,735,花样年华ktv,美团,6729631,江苏省,扬州市,仪征市,仪征市国庆路步行街A栋三单元303室 ,119.18052,32.275501,0514-83441228,0,确定,2020/8/21,
153,737,江南好声音,美团,3263159,江苏省,苏州市,吴江区,吴江区松陵云梨路家乐福北4楼 ,120.677971,31.160671,0512-63342999,2,确定,2020/8/12,
154,742,腾冲晒晚KTV,美团,4774588,云南,保山,腾冲县,云南保山 腾冲县华严路腾越大商汇 ,98.508355,25.022484, 0875-5190222,6,确定,2020.8.18,是
155,743,欢乐时光量贩式KTV,美团,5256759,山东省,烟台市,招远市,招远市温泉路振华购物广场6楼（振华商厦名人酒店） ,120.405731,37.363432,0535-3453111||0535-3452333,0,确定,2020/8/20,
156,744,夜时尚量贩式KTV,美团,5536656,云南,楚雄彝族自治州,武定县,云南楚雄彝族自治州 武定县香水路罗婺小区底商内 ,102.407381,25.523821, 0878-8727666,1,确定,2020.8.14,是
157,745,kk金量贩（德化店）,美团,89048807,福建省,泉州市,德化县,福建省泉州市德化县宝美街顺美大厦 ,118.257530,25.493191,0595-23692222,1,确定,2020/8/5,
158,747,东方之珠塘沽店,,547607,天津,天津,滨海新区,天津市滨海新区解放路668号金元宝东方广场4楼,117.66835392,39.01540756,4000508000/022-25865577,3,确定,2020.8.14,
159,749,东方之珠河北店,,547605,天津,天津,河北区,天津市河北区狮子林大街200号友谊新都市百货4-5楼,117.199772,39.14767266,4000508000,3,确定,2020.8.17,
160,751,星辰时尚都市纯K氧吧KTV（石岩店）,美团,3257994,广东,深圳,宝安区, 宝安区应人石地铁旁南海百货4楼（创维工业园、文涛工业园） ,113.92801881,22.64928426,0755-36630238/17817775806,1,确定,8.13,
161,752,尚尚KTV,美团,5014351,河南省,鹤壁市,淇滨区,河南省鹤壁市淇滨区淇滨大道与兴鹤大街交叉口裕隆休闲馆五楼 ,114.29259,35.750901,0392-2279999,1,确定,2020/7/28,
162,753,东方之珠红桥店,,84772119,天津,天津,红桥区,天津红桥区河北大街137号易买得超市4楼,117.18096," ,39.151019",4000508000,3,确定,2020.8.17,
163,754,金阁徕赫公馆KTV（公馆）,美团,2384388,山东省,临沂市,兰山区,兰山区金一路与临西三路交汇处向西100米路北（金阳大厦） ,118.319163,35.050941,0539-8665555,1,确定,2020/8/5,
164,755,天巢KTV,美团,4510565,湖南省,永州市,冷水滩区,湖南省永州市冷水滩区湘永路体育中心1楼 ,111.614951,26.435297,0746-8529999,6,确定,2020/8/13,
165,758,东方之珠北辰店,,91192,天津,天津,北辰区,天津北辰区京津公路物美超市侧(天重道口),117.1445024,39.20878055,4000508000,3,确定,2020.8.14,
166,760,东方之珠武清店,,1850253,天津,天津,武清区,天津市 武清区杨村镇建国南路中信广场（近六街桥） ,"117.071399,39.36887",39.36824597,022-29393788,3,确定,2020.8.17,
167,763,东方之珠南开店,,552771,天津,天津,南开区,天津南开区复康路37号,117.1469593,39.09770316,022-23616888,3,确定,2020.8.17,
168,765,Voice好声音量贩式KTV（东风店）,美团,2529399,河北省,石家庄市,桥西区,河北省石家庄市桥西区东风路35号（近平安大街） ,114.496004,38.025202,0311-87758888,2,确定,2020/8/7,
169,768,雷石KTV（财源店）,美团,2514669,山东省,泰安市,泰山区,泰山区财源大街110号西楼（近三源家电） ,117.122467,36.187027,0538-8065678,0,确定,2020/8/14,
170,774,唛乐迪量贩KTV,美团,4417416,浙江省,杭州市,建德市, 建德市新安东路新安财富城3楼 ,119.292425,29.483273, 0571-64789996,5,确定,2020/7/30,
171,777,海上歌友（南桥新都汇店）,美团,4716666,上海市,上海市,奉贤区,奉贤区南桥镇环城东路630号南桥新都汇4楼（八字桥路口） ,121.461441,30.936147,021-37185000,1,确定,2020/8/10,
172,781,皇钻假日酒店KTV（新兴店）,美团,41712305,广东,云浮,新兴县,广东省云浮市新兴县新城镇大南路南段4号,"112.22433,",22.67533, 0766-6636888/0766-6636777,0,确定,8.19,
173,785,宝乐迪量贩式KTV,美团,96681479,江苏省,苏州市,常熟市,常熟市珠江东路96号-2（新欧尚东侧家电广场2楼） ,120.76916,31.66458,0512-52808288,2,确定,2020/8/12,
174,794,阳光KTV（六一店）,美团,2556229,福建省,龙岩市,新罗区,福建省龙岩市新罗区六一广场沿河路（原梦幻娱乐城）,117.03417778,25.09147745,0597-2251555,0,确定,2020/7/31,
175,795,兰桂坊量贩KTV（翠龙街店）,美团,3272921,四川,成都,龙泉驿区,四川成都龙泉驿区翠龙街66号第九空间大厦三楼,104.241035,30.568856, 028-84814666,3,确定,2020.8.14,是
176,797,全嘉乐量贩KTV,美团,190648812,浙江省,湖州市,吴兴区, 吴兴区富民路268号东方大厦4F,120.261964,30.865459, 0572-3811000,3,确定,2020/7/31,
177,799,音浪KTV（西田城店）,美团,94212790,浙江省,杭州市,余杭区, 余杭区金家渡路8号西田城购物中心A座3层 ,120.094645,30.340595,0571-89007999,4,确定,2020/7/30,
178,800,雷迪声量贩式KTV,美团,2566127,江苏省,南通市,通州区,通州区新金路和交通路交叉口（建工大厦西邻） ,121.073321,32.083277,0513-86122828,3,确定,2020/8/6,
179,803,台北纯K量贩式KTV,美团,3273588,安徽省,马鞍山市,花山区,花山区雨山东路300号第2号门面房（近欧尚超市商区） ,118.524381,31.674074,0555-2488888||0555-2341111,1,确定,2020/8/6,
180,807,音乐空间,,50771409,甘肃,兰州,城关区,甘肃省兰州市 城关区瑞德大道王府井百货旁 ,"103.871503,",36.042304,0931-8750000,1,确定,2020.8.18,
181,809,泰乐迪量贩式KTV（北碚店）,美团,2568521,重庆,重庆,北碚区,重庆省重庆北碚区城南嘉陵风情步行街圣景汇美城5楼（公交枢纽站对面，新世纪百货旁） ,29.802644,106.399058, 023-63220999,4,确定,2020.7.27,是
182,814,好声音仁怀店,美团,4279824,贵州,遵义,仁怀市,贵州遵义仁怀市仁怀市208省道超一时代百货4楼,,,0851-22253456||18188128667,4,确定,2020.7.22,是
183,818,汇美声KTV,美团,41498588,云南,普洱,思茅区,云南省普洱市 思茅区林源路创基尚城4楼 ,100.97432,22.76804, 0879-2863888,0,确定,2020.8.4,是
184,821,星歌汇量贩KTV,美团,152354385,湖南省,湘潭市,岳塘区,湖南省湘潭市岳塘区建设南路102号步步高广场9楼（海底捞楼上9楼） ,112.917653,27.832977,0731-55888999,3,确定,2020/8/10,
185,822,K立方量贩式KTV,美团,1538806,广东,深圳,宝安区,广东省深圳市宝安区松岗街道立业路兆丰祥商务大厦3F,"113.854155,",22.762949,0755-33678333,1,确定,8.13,
186,831,鲜花乐园国际娱乐俱乐部,美团,97945778,重庆,重庆,江津区,重庆省重庆 江津区滨江大道西段荣华大厦B栋 ,106.254665,29.270149, 023-47573666,1,确定,2020.7.27,是
187,844,星河KTV,美团,4718108,广东,茂名,化州市,广东省茂名化州市北岸尖沙咀星河国际假日酒店西副楼,110.64949036,21.71074568,0668-7331333,0,确定,8.1,
188,846,不见不散歌城（大观园店）,美团,2256110,四川,绵阳,涪城区,四川省绵阳 涪城区富临大观园3楼 ,104.75158,31.45944,0816-2221993,2,确定,2020.8.5,是
189,849,台北音悦汇时尚KTV,美团,3270995,浙江省,杭州市,拱墅区, 拱墅区丰庆路710号（世纪联华超市4楼） ,120.096531,30.329412,0571-86593999||0571-85373631,3,确定,2020/7/30,
190,850,好声音量贩KTV（海门步行街店）,美团,2526510,江苏省,南通市,海门市,海门市商业步行街海港城11栋大楼4F-5F（近青海路） ,121.195448,31.897211,0513-82831111,2,确定,2020/8/6,
191,851,阿曼达KTV（解放西路店）,美团,1458824,江西省,南昌市,青云谱区,江西省南昌市青云谱区解放西路426号 ,115.941260,28.651181,0791-85278777||0791-85278555,2,确定,2020/8/3,
192,852,金顶KTV,美团,6038990,安徽省,合肥市,肥西县, 肥西县人民西路与驿馆路交口名邦西城秀里II综合楼402室（馆驿路口） ,117.15161,31.703481, 0551-62555566,1,确定,2020/7/31,
193,856,好乐迪（南方商城店）,美团,406721,上海市,上海市,闵行区,闵行区沪闵路7250号友谊商城6楼 ,121.399661,31.131414,021-63115858||15618628191,2,确定,2020/8/10,
194,860,皇家永利,美团,4164045,安徽省,蚌埠市,蚌山区, 蚌山区涂山东路宝龙城市广场2号楼第4层（海盗船旁）,117.375722,32.928176, 0552-7299999,0,确定,2020/7/27,
195,862,咿加咿量贩KTV（瑞安三店）,美团,41694657,浙江省,温州市,瑞安市,瑞安市安阳新区莘阳大道776号（近车管所） ,120.665697,27.768889,0577-81111111,1,确定,2020/8/17,
196,869,唯歌量贩式KTV,美团,2211637,湖南省,娄底市,娄星区,湖南省娄底市娄星区乐坪路万豪城市广场3楼 ,112.006601,27.727782,0738-2881234,6,确定,2020/7/31,
197,871,欢乐迪KTV（回兴店）,美团,190292325,重庆,重庆,渝北区,重庆省重庆渝北区兴科大道322号蘭亭新都汇负一楼（地下车库4区电梯直达，轻轨3号线渝北回兴站） ,106.602148,29.688411,023-67158866,6,确定,2020.7.28,是
198,875,钻石量贩KTV,美团,2113092,浙江省,温州市,瑞安市,瑞安市外滩滨江大道二期19-40号 ,120.628273,27.773773,0577-66606555,4,确定,2020/8/17,
199,877,曼城音乐氧吧KTV（时代华城店）,美团,4616836,陕西省,商洛市,商州区,陕西省商洛市商州区黄沙桥时代华城二楼（家都超市） ,109.926840,33.873411,0914-2285555,0,确定,2020/8/20,
200,879,乐淘KTV,美团,41929740,河北省,沧州,青县,河北省沧州市青县新华中路（近青县信誉楼）,116.81678,38.577125,无,0,确定,2020/7/23,
201,880,爵士KTV,美团,169524350,安徽省,宿州市,埇桥区,埇桥区077乡道王顺超市南100米 ,116.977983,33.760999,13955785500,1,确定,2020/8/19,
202,881,乐酷量贩KTV•嗨吧,美团,40007287,湖南省,长沙市,芙蓉区,湖南省长沙市芙蓉区人民东路湖南农业大学转角新润市场中央（城东汽车检测站） ,113.084690,28.190781,13212613116,2,确定,2020/8/14,
203,882,好声音KTV（沭阳一店）,美团,6583929,江苏省,宿迁市,沭阳县,沭阳县沭城镇迎宾大道浙江商城（近浙江商城） ,118.795031,34.123192,0527-83601111,1,确定,2020/8/19,
204,883,乐库KTV,美团,2207951,湖南省,湘潭市,雨湖区,湖南省湘潭市雨湖区韶山中路30号 ,112.906685,27.862927,0731-55555118,3,确定,2020/8/10,
205,884,酷琪KTV量贩,美团,1431086,湖南省,长沙市,雨花区,湖南省长沙市雨花区湘府中路117号（西雅君典旁） ,113.006490,28.110652,0731-82039999,4,确定,2020/8/14,
206,887,蓝波湾量贩式KTV,美团,5273845,新疆,克拉玛依,克拉玛依区,新疆省克拉玛依克拉玛依区东方红商场5楼 ,84.867271,45.600451,0990-6243111||0990-6244111,3,确定,2020/8/24,
207,891,大明星KTV（霖雨店）,美团,2587022,云南,昆明,五华区,云南昆明五华区红锦路与龙江路交叉口北200米 ,102.725082,25.096712, 0871-65121599-1||0871-65123599-1,4,确定,2020.8.10,是
208,903,K自由量贩式KTV,美团,5863721,广东,深圳,宝安区, 宝安区西乡街道黄田社区黄田路1号（进黄田大门） ,"113.847587,",22.627173,0755-29888883,1,确定,8.13,
209,906,宁波一页量贩KTV,美团,2562171,浙江省,宁波市,海曙区,海曙区开明街350号 ,121.552153,29.870902,0574-87051111,1,确定,2020/8/7,
210,912,靓声量贩式KTV（庆丰财智广场店）,美团,6941401,广东,广州,白云区,广东省广州市白云区石井庆丰财智广场2楼,113.22475433,23.2127937,020-36007999,0,确定,7.3,
211,914,美乐迪量贩式KTV,美团,89651487,山西,朔州,怀仁县,山西朔州 怀仁市仁爱北路32号  ,113.115972,39.826586,0349-3083111||0349-3380333,2,确定,2020/8/21,
212,926,歌海纯K量贩式KTV,美团,97702791,广西,河池,宜州市,广西壮族自治区河池市宜州市城北区公园西路城北大市场4楼,108.659361,24.502365,0778 -3178111,3,确定,8.4,
213,933,蘋果量贩式KTV,美团,4340261,山西,大同,浑源县,山西大同浑源县柳河路北岳国际酒店对面,113.681035,39.69671,0352-8389777||0352-8339777,2,确定,2020/8/20,
214,951,日不落KTV量贩（永泰店）,美团,4049000,湖南省,永州市,冷水滩区,湖南省永州市冷水滩区零陵中路永泰商贸城负一楼 ,111.600983,26.448733,0746-8685888,0,确定,2020/8/13,
215,952,金苹果KTV,美团,6217822,广东,惠州,博罗县,广东省惠州市博罗县龙溪镇亿佰家商场三楼,114.04420137,23.21466715,0752-6261888,1,确定,8.5,
216,953,汇乐迪连锁量贩式KTV,美团,2523924,山东省,潍坊市,奎文区,奎文区潍州路与胜利街交叉口振华商厦7楼 ,119.120574,36.709405,0536-8170555||0536-8918111,3,确定,2020/8/17,
217,954,真爱永远KTV,美团,5260839,陕西省,延安市,洛川县,陕西省延安市洛川县府北街邮政银行斜对面（建设银行隔壁） ,109.436280,35.766381,0911-3626666,1,确定,2020/8/24,
218,964,糖果量贩式KTV,美团,6766214,浙江省,绍兴市,诸暨市,诸暨市苎萝东路18号（西施故里旁） ,120.240251,29.702652,0575-88699998,4,确定,2020/8/12,
219,965,迈乐迪,美团,98867395,陕西,榆林,定边县,定边县人民路8号 ,107.596921,37.578901,无,0,确定,2020/8/24,
220,973,滚石.新声代（南门口店）,美团,4949043,陕西,榆林,榆阳区,榆阳区榆阳中路（南门口汽车南站斜对面） ,109.755221,38.281362,0912-3680000,2,确定,2020/8/24,
221,975,麦秀量贩KTV（江阴周庄店）,美团,5727568,江苏省,无锡市,江阴市,江阴市周庄镇西大街125号大统华4楼 ,120.40741,31.862506,0510-66289000,0,确定,2020/8/19,
222,977,迪迪派KTV,美团,2359593,海南,三亚,市辖区, 天涯区新风路12号创业大厦A座3楼（近文明路,109.507766,",18.25274", 0898-88369911/88368800,1,确定,8.11,
223,979,丽歌主题KTV,美团,6972867,江苏省,无锡市,江阴市,江阴市澄江镇新百业广场4楼（文化西路6号） ,120.269169,31.914682,0510-80662626,5,确定,2020/8/19,
224,981,欢乐迪KTV（古田店）,美团,3295533,湖北省,武汉,硚口区,湖北省武汉市硚口区解放大道古田四路交汇处香港映像2楼 ,114.213073,30.589450,027-83858999,0,确定,2020/8/10,
225,982,麦田KTV,美团,5362409,江苏省,镇江市,丹阳市,丹阳市西环路2号 ,119.566271,31.985233,0511-86570999,2,确定,2020/8/21,
226,989,西部纯K,,6728272,内蒙古,巴彦淖尔,临河区,内蒙古自治区巴彦淖尔市 临河区胜利北路海萨旁 ,"107.413767,40.762758",40.76364125,0478-7928888/7916118,2,确定,2020.8.12,
227,990,雷石娱乐连锁KTV（英皇店）,美团,5791552,安徽省,亳州市,蒙城县, 蒙城县梦蝶路99号鸿业国际大酒店旁 ,116.571381,33.256993, 0558-7600588,1,确定,2020/7/28,
